bloque_tiempo,hora_post_evento,zona_origen,zona_destino,tipo_destino,nuevos_desplazados_media,ic95_inferior,ic95_superior
12,72,Z2,Z2,refugio_oficial,205.0,185.0,224.16666666666666
12,72,Z2,Z3,otra_zona,78.33333333333333,62.5,95.0
12,72,Z2,Z4,otra_zona,65.83333333333333,52.5,80.0
12,72,Z2,Z5,otra_zona,59.166666666666664,47.5,71.66666666666667
12,72,Z3,Z1,otra_zona,101.66666666666667,82.5,121.66666666666667
12,72,Z3,Z2,otra_zona,97.5,79.97916666666667,115.0
12,72,Z3,Z3,refugio_oficial,896.6666666666666,846.6666666666666,947.5208333333333
12,72,Z3,Z4,otra_zona,104.16666666666667,90.0,117.5
12,72,Z3,Z5,otra_zona,85.83333333333333,70.0,101.66666666666667
12,72,Z4,Z1,otra_zona,46.666666666666664,35.833333333333336,58.333333333333336
12,72,Z4,Z2,otra_zona,56.666666666666664,43.333333333333336,70.02083333333321
12,72,Z4,Z3,otra_zona,49.166666666666664,37.5,62.5
12,72,Z4,Z4,refugio_oficial,97.5,79.16666666666667,117.5
12,72,Z4,Z5,otra_zona,54.166666666666664,40.0,69.16666666666667
12,72,Z5,Z1,otra_zona,80.83333333333333,64.16666666666667,98.35416666666654
12,72,Z5,Z2,otra_zona,87.5,72.5,102.5
12,72,Z5,Z3,otra_zona,88.33333333333333,70.8125,107.5
12,72,Z5,Z4,otra_zona,100.0,77.5,122.5
12,72,Z5,Z5,refugio_oficial,1260.8333333333333,1202.5,1312.5
